show_id,type,title,date_added,release_year,rating,duration,description
s7297,Movie,Udaan,"October 1, 2018",2010,TV-MA,137 min,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future."
s7298,Movie,Udta Punjab,"January 1, 2017",2016,TV-MA,146 min,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star."
s7299,Movie,Ugly,"March 1, 2017",2013,NR,125 min,"When a 10-year-old goes missing while her father, an actor, is out on an audition, the girl's stepfather – Mumbai's police chief – leads the search."
s7300,Movie,Ugly Aur Pagli,"February 15, 2019",2008,TV-14,115 min,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
s7303,Movie,Ujala,"October 15, 2017",1959,TV-14,143 min,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach."
s7310,Movie,Uma Maheswara Ugra Roopasya,"July 30, 2020",2020,TV-MA,137 min,"Defeated and humiliated in a fight while trying to defuse a conflict among his fellow villagers, a photographer vows revenge on his attacker."
s7311,Movie,Umrika,"October 1, 2016",2015,TV-MA,96 min,"An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure."
s7322,Movie,Unbroken,"June 26, 2019",2019,TV-14,109 min,"After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan."
s7348,Movie,Ungli,"April 1, 2020",2014,TV-14,114 min,"An undercover cop finds himself in a strange position after infiltrating a ""gang"" that pulls wildly popular pranks on corrupt officials in Mumbai."
s7350,Movie,Union Leader,"December 31, 2019",2017,TV-14,105 min,Toxic conditions and a corrupt union leader prompt a chemical plant worker and earnest family man to fight for justice for his fellow laborers.
s7372,Movie,Upstarts,"October 18, 2019",2019,TV-14,112 min,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray."
s7373,Movie,Uriyadi 2,"August 2, 2019",2019,TV-14,116 min,"When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians."
s7374,Movie,Urvi,"January 15, 2018",2017,TV-MA,121 min,"After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters."
s7379,Movie,Uyare,"August 14, 2019",2019,TV-14,119 min,An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.
s7392,Movie,Vanjagar Ulagam,"December 15, 2018",2018,TV-MA,145 min,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
s7394,Movie,Varane Avashyamund,"April 20, 2020",2020,TV-14,144 min,"At an apartment complex, the lives of a mother, a daughter seeking an arranged marriage, a military retiree and a young man become intertwined."
s7396,Movie,Veerappan,"October 15, 2017",2016,TV-14,117 min,A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.
s7397,Movie,Veerey Ki Wedding,"December 31, 2019",2018,TV-14,130 min,"Quick to throw punches in the name of justice, a young man must find a calmer way to win over the pacifist father of the girl he wishes to marry."
s7411,Movie,Vettai,"October 1, 2018",2012,TV-14,156 min,"This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru."
s7413,Movie,Viceroy's House,"December 12, 2017",2017,NR,106 min,"As viceroy Lord Mountbatten arrives in Delhi to oversee a transfer of power from Britain to India in 1947, war looms between religious factions."
s7428,Movie,Vir Das: For India,"January 26, 2020",2020,TV-MA,76 min,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective."
s7430,Movie,Vir Das: Outside In - The Lockdown Special,"December 16, 2020",2020,TV-MA,50 min,Stage banter takes on a different — deeper — meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.
s7433,Movie,Virsa,"January 30, 2019",2010,TV-14,127 min,A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.
s7436,Movie,Viswasapoorvam Mansoor,"July 1, 2018",2017,TV-14,125 min,"When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views."
s7437,Movie,Vitti Dandu,"July 15, 2017",2014,TV-14,116 min,"In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers."
s7438,Movie,Vivah,"June 25, 2020",2006,TV-14,166 min,"Set up for an arranged marriage, a young couple enjoys an old-fashioned courtship, until an accident days before their wedding tests their nascent love."
s7441,Movie,Vodka Diaries,"December 31, 2019",2018,TV-14,113 min,"While investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing."
s7452,Movie,W/O Ram,"October 26, 2018",2018,TV-MA,115 min,"Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger."
s7455,Movie,Waarrior Savitri,"November 1, 2017",2016,TV-14,120 min,"In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death."
s7459,Movie,Waiting,"May 1, 2018",2015,TV-MA,94 min,"While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma."
s7463,Movie,Wake Up Sid,"October 1, 2018",2009,TV-14,132 min,A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.
s7478,Movie,War Chhod Na Yaar,"March 2, 2019",2013,TV-14,109 min,"Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner."
s7479,Movie,War Horse,"May 6, 2019",2011,PG-13,147 min,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France."
s7490,Movie,Watchman,"September 4, 2019",2019,TV-14,93 min,"Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside."
s7492,Movie,Waterschool,"July 25, 2018",2018,TV-G,68 min,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives."
s7495,Movie,Wazir,"August 1, 2019",2016,TV-MA,98 min,"Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined."
s7497,Movie,We Are Family,"October 1, 2018",2010,TV-14,119 min,A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.
s7524,Movie,Welcome,"September 28, 2020",2007,TV-PG,149 min,"In this silly Bollywood farce, the brothers of a Mafia princess set out on a comical mission to marry their sister into a respectable family."
s7525,Movie,Welcome 2 Karachi,"March 1, 2018",2015,TV-MA,124 min,"Denied a U.S. visa, two dim Indian men decide to sneak into America on a boat. Fate, however, leaves them stranded on a beach – in Karachi, Pakistan."
s7529,Movie,Welcome to Sajjanpur,"November 1, 2018",2008,TV-14,131 min,"An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests."
s7533,Movie,Well Done Abba,"November 19, 2020",2009,TV-14,135 min,"On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government."
s7548,Movie,What Are the Odds?,"May 20, 2020",2020,TV-MA,92 min,"When two unlikely friends play hooky from school, accidental encounters and otherworldly events turn their day into a whimsical coming-of-age journey."
s7564,Movie,What the Fish,"July 5, 2020",2013,TV-14,96 min,A crabby woman leaves home for a vacation and entrusts her niece's fiancé to feed her fish and adhere to a strict set of rules. He has other ideas.
s7566,Movie,What the Jatt!!,"October 1, 2018",2015,TV-PG,140 min,"A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy."
s7575,Movie,What's Your Raashee?,"August 15, 2020",2009,TV-PG,203 min,"To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs."
s7580,Movie,When Hari Got Married,"December 25, 2016",2013,NR,75 min,"A small-town taxi driver is arranged to be married, resulting in an intimate look at the clash between modernity and tradition in India."
s7615,Movie,Why Knot,"October 15, 2017",2016,TV-MA,84 min,"Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity."
s7666,Movie,World Famous Lover,"April 15, 2020",2020,TV-MA,147 min,"When his frustrated girlfriend decides to leave him, a struggling writer gets down to work on stories of romance he hopes will win her back."
s7677,Movie,Wrong Side Raju,"October 1, 2017",2016,TV-MA,140 min,The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol.
s7685,Movie,X: Past Is Present,"July 1, 2016",2015,TV-MA,105 min,"When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships."
s7692,Movie,Y.M.I.: Yeh Mera India,"March 1, 2018",2008,TV-MA,137 min,"The lives of a middle-aged soap opera addict, an ambitious career woman, a fervent activist and nine others from different walks of Indian life intersect in Mumbai. But this vibrant melting pot threatens to bubble over with bias and bigotry."
s7694,Movie,Yaadein,"March 1, 2018",2001,TV-14,171 min,"Two young lovers set out to overcome the obstacles that stand in the way of their marriage, beginning with the objections of the girl's father."
s7695,Movie,Yaar Gaddar,"July 1, 2017",1994,TV-14,148 min,"When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling – dead or alive."
